id	label	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. co-authored pubs>
grid.1001.0	Australian National University	http://en.wikipedia.org/wiki/Australian_National_University	-0.118	-0.4343	13	1705	18196	31344
grid.1002.3	Monash University	http://en.wikipedia.org/wiki/Monash_University	-0.151	-0.6353	13	1874	33597	55074
grid.10025.36	University of Liverpool	http://en.wikipedia.org/wiki/University_of_Liverpool	0.0931	-0.229	5	1821	19539	32088
grid.1003.2	University of Queensland	http://en.wikipedia.org/wiki/University_of_Queensland	-0.1433	-0.5113	13	1903	36304	60584
grid.1004.5	Macquarie University	http://en.wikipedia.org/wiki/Macquarie_University	-0.253	-0.4535	13	1579	10177	17420
grid.10041.34	University of La Laguna	http://en.wikipedia.org/wiki/University_of_La_Laguna	0.7926	0.2326	7	1068	4620	7766
grid.10049.3c	University of Limerick	http://en.wikipedia.org/wiki/University_of_Limerick	-0.0766	-0.234	5	1043	3418	7212
grid.1005.4	UNSW Australia	http://en.wikipedia.org/wiki/University_of_New_South_Wales	-0.2974	-0.414	13	1909	31617	55026
grid.1006.7	Newcastle University	http://en.wikipedia.org/wiki/Newcastle_University	0.2011	-0.3525	5	1762	15163	26345
grid.1007.6	University of Wollongong	http://en.wikipedia.org/wiki/University_of_Wollongong	-0.3893	-0.4588	13	1430	9873	17064
grid.1008.9	University of Melbourne	http://en.wikipedia.org/wiki/University_of_Melbourne	-0.0899	-0.6028	13	1901	40905	64874
grid.1009.8	University of Tasmania	http://en.wikipedia.org/wiki/University_of_Tasmania	-0.0858	-0.5334	13	1542	8373	14445
grid.1010.0	University of Adelaide	http://en.wikipedia.org/wiki/University_of_Adelaide	-0.2489	-0.5696	13	1843	18212	30341
grid.1011.1	James Cook University	http://en.wikipedia.org/wiki/James_Cook_University	-0.0984	-0.4813	13	1397	6687	11569
grid.1012.2	University of Western Australia	http://en.wikipedia.org/wiki/University_of_Western_Australia	-0.1758	-0.4184	13	1806	19334	31836
grid.1013.3	University of Sydney	http://en.wikipedia.org/wiki/University_of_Sydney	-0.3015	-0.4846	13	1919	42095	68734
grid.1014.4	Flinders University	http://en.wikipedia.org/wiki/Flinders_University	-0.2862	-0.5674	13	1481	7300	12898
grid.1016.6	Commonwealth Scientific and Industrial Research Organisation	http://en.wikipedia.org/wiki/Commonwealth_Scientific_and_Industrial_Research_Organisation	-0.2186	-0.4792	13	1140	4074	5531
grid.1017.7	RMIT University	http://en.wikipedia.org/wiki/RMIT_University	-0.2511	-0.631	13	1329	8401	15089
grid.1018.8	La Trobe University	http://en.wikipedia.org/wiki/La_Trobe_University	-0.1578	-0.5888	13	1436	7536	13141
grid.1019.9	Victoria University	"http://en.wikipedia.org/wiki/Victoria_University,_Australia"	-0.2371	-0.6636	13	815	2860	4697
grid.1020.3	University of New England	http://en.wikipedia.org/wiki/University_of_New_England_(Australia)	-0.2392	-0.4983	13	883	2464	5010
grid.1021.2	Deakin University	http://en.wikipedia.org/wiki/Deakin_University	-0.2063	-0.6434	13	1506	11243	18824
grid.10214.36	Madurai Kamaraj University	http://en.wikipedia.org/wiki/Madurai_Kamaraj_University	-0.458	-0.1247	9	406	1334	3397
grid.10215.37	University of Malaga	http://en.wikipedia.org/wiki/University_of_M%C3%A1laga	0.8621	0.2994	7	1158	4736	10566
grid.1022.1	Griffith University	http://en.wikipedia.org/wiki/Griffith_University	-0.1987	-0.5399	13	1635	11367	20108
grid.10223.32	Mahidol University	http://en.wikipedia.org/wiki/Mahidol_University	-0.4516	-0.4148	4	1506	6692	13462
grid.1023.0	Central Queensland University	http://en.wikipedia.org/wiki/Central_Queensland_University	-0.3197	-0.5734	13	460	1731	3157
grid.1024.7	Queensland University of Technology	http://en.wikipedia.org/wiki/Queensland_University_of_Technology	-0.1944	-0.5015	13	1528	10872	18815
grid.1025.6	Murdoch University	http://en.wikipedia.org/wiki/Murdoch_University	-0.1653	-0.4558	13	1113	3929	6833
grid.10251.37	Mansoura University	http://en.wikipedia.org/wiki/Mansoura_University	-0.2738	-0.2848	9	984	3355	8463
grid.10253.35	Philipp University of Marburg	http://en.wikipedia.org/wiki/University_of_Marburg	0.6214	-0.0487	3	1487	8614	15148
grid.1026.5	University of South Australia	http://en.wikipedia.org/wiki/University_of_South_Australia	-0.2927	-0.6005	13	1469	8086	13885
grid.10267.32	Masaryk University	http://en.wikipedia.org/wiki/Masaryk_University	0.6399	-0.2871	6	1446	4751	10039
grid.1027.4	Swinburne University of Technology	http://en.wikipedia.org/wiki/Swinburne_University_of_Technology	-0.2068	-0.6023	13	1095	5228	8231
grid.1029.a	Western Sydney University	https://en.wikipedia.org/wiki/Western_Sydney_University	-0.3468	-0.4437	13	1358	6943	10755
grid.10306.34	Wellcome Sanger Institute	http://en.wikipedia.org/wiki/Wellcome_Trust_Sanger_Institute	0.1952	0.0072	5	1223	4217	5033
grid.1031.3	Southern Cross University	https://en.wikipedia.org/wiki/Southern_Cross_University	-0.2366	-0.5325	13	709	1893	3352
grid.1032.0	Curtin University	http://en.wikipedia.org/wiki/Curtin_University	-0.2169	-0.4305	13	1684	12452	20682
grid.10328.38	University of Minho	http://en.wikipedia.org/wiki/University_of_Minho	0.9591	0.1544	7	1489	7797	15500
grid.10347.31	University of Malaya	http://en.wikipedia.org/wiki/University_of_Malaya	-0.2829	-0.7168	9	1578	11824	24585
grid.1035.7	Warsaw University of Technology	http://en.wikipedia.org/wiki/Warsaw_University_of_Technology	0.4924	-0.3428	6	1057	4322	12219
grid.1037.5	Charles Sturt University	https://en.wikipedia.org/wiki/Charles_Sturt_University	-0.2594	-0.5206	13	889	3087	6081
grid.1038.a	Edith Cowan University	http://en.wikipedia.org/wiki/Edith_Cowan_University	-0.1947	-0.4595	13	887	3104	4806
grid.10383.39	University of Parma	http://en.wikipedia.org/wiki/University_of_Parma	0.6501	0.2868	10	1484	6891	12035
grid.10388.32	University of Bonn	http://en.wikipedia.org/wiki/University_of_Bonn	0.4974	-0.0396	3	1751	17078	27625
grid.1039.b	University of Canberra	https://en.wikipedia.org/wiki/University_of_Canberra	-0.2282	-0.5152	13	931	2456	4268
grid.10392.39	University of Tübingen	http://en.wikipedia.org/wiki/University_of_T%C3%BCbingen	0.5744	0.0621	3	1732	15827	26649
grid.10400.35	University of Rouen	http://en.wikipedia.org/wiki/University_of_Rouen	1.0804	-0.278	8	1022	2401	4452
grid.10417.33	Radboud University Nijmegen Medical Centre	https://en.wikipedia.org/wiki/Radboud_University_Nijmegen_Medical_Centre	0.7325	-0.4997	16	1485	14889	23837
grid.10419.3d	Leiden University Medical Center	https://en.wikipedia.org/wiki/Leiden_University_Medical_Center	0.8272	-0.4979	16	1436	15514	24316
grid.10420.37	University of Vienna	http://en.wikipedia.org/wiki/University_of_Vienna	0.6135	-0.1799	3	1671	13858	24201
grid.10423.34	Hannover Medical School	http://en.wikipedia.org/wiki/Hannover_Medical_School	0.6628	-0.0216	3	1374	10810	19261
grid.10438.3e	University of Messina	http://en.wikipedia.org/wiki/University_of_Messina	0.6406	0.4475	10	1249	5829	11231
grid.1048.d	University of Southern Queensland	https://en.wikipedia.org/wiki/University_of_Southern_Queensland	-0.3413	-0.5829	13	598	1652	3244
grid.1049.c	QIMR Berghofer Medical Research Institute	https://en.wikipedia.org/wiki/QIMR_Berghofer_Medical_Research_Institute	-0.0657	-0.5054	13	1138	4041	4636
grid.10493.3f	University of Rostock	http://en.wikipedia.org/wiki/University_of_Rostock	0.5286	-0.0807	3	1341	6019	12375
grid.1051.5	Baker IDI Heart and Diabetes Institute	https://en.wikipedia.org/wiki/Baker_IDI_Heart_and_Diabetes_Institute	-0.1223	-0.6865	13	1065	2829	3678
grid.10516.33	Istanbul Technical University	http://en.wikipedia.org/wiki/Istanbul_Technical_University	0.4902	-0.7645	18	1061	4484	10326
grid.10548.38	Stockholm University	http://en.wikipedia.org/wiki/Stockholm_University	0.2541	-0.4882	12	1664	14817	23464
grid.1055.1	Peter MacCallum Cancer Centre	https://en.wikipedia.org/wiki/Peter_MacCallum_Cancer_Centre	-0.0487	-0.6254	13	914	3359	4233
grid.1058.c	Murdoch Childrens Research Institute		-0.0748	-0.6735	13	958	3756	4054
grid.10586.3a	University of Murcia	http://en.wikipedia.org/wiki/University_of_Murcia	0.8916	0.3879	7	1406	4793	10816
grid.10604.33	University of Nairobi	http://en.wikipedia.org/wiki/University_of_Nairobi	0.1649	0.1267	5	918	1872	3351
grid.10689.36	National University of Colombia	http://en.wikipedia.org/wiki/National_University_of_Colombia	0.7857	0.4448	7	1102	3940	10438
grid.10692.3c	National University of Córdoba	http://en.wikipedia.org/wiki/National_University_of_C%C3%B3rdoba	0.7536	0.5674	7	1213	2790	6953
grid.10698.36	University of North Carolina at Chapel Hill	http://en.wikipedia.org/wiki/University_of_North_Carolina_at_Chapel_Hill	-0.3097	0.777	1	1695	24822	43291
grid.10702.34	National University of Distance Education	http://en.wikipedia.org/wiki/National_University_of_Distance_Education	0.9084	0.3355	7	549	2255	4669
grid.10706.30	Jawaharlal Nehru University	http://en.wikipedia.org/wiki/Jawaharlal_Nehru_University	-0.3211	-0.1753	9	1004	1582	5404
grid.10711.36	University of Neuchâtel	http://en.wikipedia.org/wiki/University_of_Neuch%C3%A2tel	0.7766	-0.0286	3	787	2234	3672
grid.10737.32	Nice Sophia Antipolis University	http://en.wikipedia.org/wiki/University_of_Nice_Sophia_Antipolis	0.921	-0.0705	8	1357	3636	6268
grid.10772.33	Universidade Nova de Lisboa	http://en.wikipedia.org/wiki/Universidade_Nova_de_Lisboa	0.9049	0.0725	7	1565	7937	13671
grid.10776.37	University of Palermo	http://en.wikipedia.org/wiki/University_of_Palermo	0.6459	0.4088	10	1498	7099	14969
grid.10784.3a	Chinese University of Hong Kong	http://en.wikipedia.org/wiki/Chinese_University_of_Hong_Kong	-0.5509	0.0123	2	1773	16214	27132
grid.10789.37	University of Łódź	http://en.wikipedia.org/wiki/University_of_%C5%81%C3%B3d%C5%BA	0.6322	-0.3449	6	851	2062	5912
grid.10796.39	University of Foggia	http://en.wikipedia.org/wiki/University_of_Foggia	0.6934	0.4898	10	884	2608	4543
grid.10800.39	National University of San Marcos	http://en.wikipedia.org/wiki/National_University_of_San_Marcos	0.6121	0.6705	7	558	659	5375
grid.10822.39	University of Novi Sad	http://en.wikipedia.org/wiki/University_of_Novi_Sad	0.3915	-0.2923	6	1014	2655	6915
grid.10825.3e	University of Southern Denmark	http://en.wikipedia.org/wiki/University_of_Southern_Denmark	0.4508	-0.5134	12	1579	10668	16190
grid.10837.3d	The Open University	http://en.wikipedia.org/wiki/Open_University	0.1707	-0.2642	5	1064	4573	8259
grid.10854.38	Osnabrück University	http://en.wikipedia.org/wiki/University_of_Osnabr%C3%BCck	0.6159	-0.1371	3	1099	2545	4701
grid.10858.34	University of Oulu	http://en.wikipedia.org/wiki/University_of_Oulu	0.3013	-0.754	12	1519	8181	13711
grid.10863.3c	University of Oviedo	http://en.wikipedia.org/wiki/University_of_Oviedo	0.9278	0.2673	7	1441	6320	12567
grid.10877.39	École Polytechnique	http://en.wikipedia.org/wiki/%C3%89cole_Polytechnique	0.8482	-0.0815	8	886	2589	4211
grid.1089.0	Australian Nuclear Science and Technology Organisation	https://en.wikipedia.org/wiki/Australian_Nuclear_Science_and_Technology_Organisation	-0.3654	-0.4991	13	776	2609	3074
grid.10894.34	Alfred Wegener Institute for Polar and Marine Research	https://en.wikipedia.org/wiki/Alfred_Wegener_Institute_for_Polar_and_Marine_Research	0.4743	-0.2681	3	825	4009	5162
grid.10919.30	The Arctic University of Norway	http://en.wikipedia.org/wiki/University_of_Troms%C3%B8	0.469	-0.5972	12	1466	5686	10415
grid.10939.32	University of Tartu	http://en.wikipedia.org/wiki/University_of_Tartu	0.4176	-0.6272	12	1538	4236	8625
grid.10979.36	"Palacký University, Olomouc"	"http://en.wikipedia.org/wiki/Palack%C3%BD_University,_Olomouc"	0.6124	-0.2756	6	1190	3789	7032
grid.10992.33	Paris Descartes University	http://en.wikipedia.org/wiki/Paris_Descartes_University	1.1851	-0.1208	8	1491	13479	18428
grid.11047.33	University of Patras	http://en.wikipedia.org/wiki/University_of_Patras	0.3639	0.2334	6	1313	5871	12873
grid.11135.37	Peking University	http://en.wikipedia.org/wiki/Peking_University	-0.8323	0.0308	2	1799	34483	60701
grid.11139.3b	University of Peradeniya	http://en.wikipedia.org/wiki/University_of_Peradeniya	-0.3459	-0.3665	13	708	1069	3062
grid.11142.37	Universiti Putra Malaysia	http://en.wikipedia.org/wiki/Universiti_Putra_Malaysia	-0.2688	-0.7776	9	1065	5801	15431
grid.11162.35	University of Picardie Jules Verne	http://en.wikipedia.org/wiki/University_of_Picardie_Jules_Verne	1.0417	-0.3387	8	898	1938	3578
grid.11166.31	University of Poitiers	http://en.wikipedia.org/wiki/University_of_Poitiers	1.033	-0.3121	8	1231	2992	5782
grid.11173.35	University of the Punjab	http://en.wikipedia.org/wiki/University_of_the_Punjab	-0.3763	-0.2882	9	702	1719	4166
grid.11194.3c	Makerere University	http://en.wikipedia.org/wiki/Makerere_University	0.1882	0.1522	12	1005	3668	5747
grid.11201.33	Plymouth University	http://en.wikipedia.org/wiki/Plymouth_University	0.0995	-0.4754	5	1407	4442	8439
grid.11205.37	University of Zaragoza	http://en.wikipedia.org/wiki/University_of_Zaragoza	0.8957	0.2396	7	1472	7748	16032
grid.11220.30	Boğaziçi University	http://en.wikipedia.org/wiki/Bo%C4%9Fazi%C3%A7i_University	0.3464	-0.3545	18	1059	3780	6511
grid.112485.b	University of Orléans	http://en.wikipedia.org/wiki/University_of_Orl%C3%A9ans	0.8883	-0.1407	8	889	2202	4017
grid.11318.3a	Paris 13 University	http://en.wikipedia.org/wiki/Paris_13_University	1.0645	-0.1719	8	860	2326	4235
grid.11348.3f	University of Potsdam	http://en.wikipedia.org/wiki/University_of_Potsdam	0.4304	-0.2009	3	1262	6215	10373
grid.11355.33	Sofia University	http://en.wikipedia.org/wiki/Sofia_University	0.4629	-0.2381	6	900	2358	4173
grid.11374.30	University of Nis	http://en.wikipedia.org/wiki/University_of_Ni%C5%A1	0.3706	-0.2947	6	623	1411	4124
grid.11375.31	Jožef Stefan Institute	https://en.wikipedia.org/wiki/Jo%C5%BEef_Stefan_Institute	0.4171	-0.3019	6	1220	4188	6592
grid.11417.32	University of Toulouse	http://en.wikipedia.org/wiki/University_of_Toulouse	0.9518	-0.1078	8	1560	9244	15803
grid.11450.31	University of Sassari	http://en.wikipedia.org/wiki/University_of_Sassari	0.6466	0.379	10	1165	3483	5792
grid.11451.30	Gdańsk Medical University	https://en.wikipedia.org/wiki/Gda%C5%84sk_Medical_University	0.5967	-0.3439	6	906	2351	4906
grid.11480.3c	University of the Basque Country	http://en.wikipedia.org/wiki/University_of_the_Basque_Country	0.8309	0.202	7	1579	9375	19075
grid.11486.3a	Flanders Institute for Biotechnology	https://en.wikipedia.org/wiki/Vlaams_Instituut_voor_Biotechnologie	0.7592	-0.321	16	1217	3644	3916
grid.11586.3b	Christian Medical College & Hospital	http://en.wikipedia.org/wiki/Christian_Medical_College_%26_Hospital	-0.2201	-0.1731	9	662	1087	4473
grid.11598.34	Medical University of Graz	https://en.wikipedia.org/wiki/Medical_University_of_Graz	0.6969	0.1026	3	1368	6011	10687
grid.116068.8	Massachusetts Institute of Technology	http://en.wikipedia.org/wiki/Massachusetts_Institute_of_Technology	0.1598	0.2857	1	1852	38331	61831
grid.11630.35	University of the Republic	http://en.wikipedia.org/wiki/University_of_the_Republic_(Uruguay)	0.8158	0.574	7	1181	3375	7084
grid.11667.37	University of Reims Champagne-Ardenne	http://en.wikipedia.org/wiki/University_of_Reims_Champagne-Ardenne	0.9732	-0.282	8	699	1528	3301
grid.11696.39	University of Trento	http://en.wikipedia.org/wiki/University_of_Trento	0.4985	0.2314	10	1425	7249	12236
grid.117476.2	University of Technology Sydney	"http://en.wikipedia.org/wiki/University_of_Technology,_Sydney"	-0.3773	-0.4017	13	1422	9753	15791
grid.11749.3a	Saarland University	http://en.wikipedia.org/wiki/Saarland_University	0.6672	-0.099	3	1285	6465	12982
grid.11762.33	University of Salamanca	http://en.wikipedia.org/wiki/University_of_Salamanca	0.9512	0.3046	7	1331	4501	9607
grid.11780.3f	University of Salerno	http://en.wikipedia.org/wiki/University_of_Salerno	0.623	0.5355	10	1486	6554	11591
grid.11794.3a	University of Santiago de Compostela	http://en.wikipedia.org/wiki/University_of_Santiago_de_Compostela	0.8779	0.1847	7	1503	8167	15215
grid.11804.3c	Semmelweis University	http://en.wikipedia.org/wiki/Semmelweis_University	0.7658	-0.1064	6	1333	5026	9196
grid.11835.3e	University of Sheffield	http://en.wikipedia.org/wiki/University_of_Sheffield	0.0705	-0.4118	5	1866	20014	35972
grid.11841.3d	Shanghai Medical College of Fudan University	https://en.wikipedia.org/wiki/Fudan_University_Shanghai_Medical_College	-0.7366	-0.2384	2	865	2192	4150
grid.11843.3f	University of Strasbourg	http://en.wikipedia.org/wiki/University_of_Strasbourg	0.9017	-0.2029	8	1594	7259	13144
grid.11866.38	University of Silesia	http://en.wikipedia.org/wiki/University_of_Silesia_in_Katowice	0.5301	-0.3335	6	1106	2750	6108
grid.11875.3a	Universiti Sains Malaysia	http://en.wikipedia.org/wiki/Universiti_Sains_Malaysia	-0.3313	-0.7257	9	1134	6722	19318
grid.11899.38	University of Sao Paulo	http://en.wikipedia.org/wiki/University_of_S%C3%A3o_Paulo	0.8101	0.7256	15	1873	53044	116050
grid.11914.3c	University of St Andrews	http://en.wikipedia.org/wiki/University_of_St_Andrews	0.0712	-0.1789	5	1568	8072	14381
grid.11918.30	University of Stirling	http://en.wikipedia.org/wiki/University_of_Stirling	0.0409	-0.3203	5	1012	3502	6331
grid.11951.3d	University of the Witwatersrand	http://en.wikipedia.org/wiki/University_of_the_Witwatersrand	0.2503	-0.3755	5	1567	9025	16431
grid.11956.3a	Stellenbosch University	http://en.wikipedia.org/wiki/Stellenbosch_University	0.3097	-0.3643	5	1562	7690	15192
grid.11984.35	University of Strathclyde	http://en.wikipedia.org/wiki/University_of_Strathclyde	-0.0109	-0.2389	5	1524	8205	15111
grid.120073.7	Addenbrooke's Hospital	https://en.wikipedia.org/wiki/Addenbrooke%27s_Hospital	0.1872	-0.0668	5	1155	3134	5446
grid.12026.37	Cranfield University	http://en.wikipedia.org/wiki/Cranfield_University	-0.0406	-0.3648	5	989	3445	7681
grid.12082.39	University of Sussex	http://en.wikipedia.org/wiki/University_of_Sussex	0.2341	-0.2511	5	1484	7183	12892
grid.121334.6	University of Montpellier	https://en.wikipedia.org/wiki/University_of_Montpellier	0.937	-0.1731	8	1604	8894	14827
grid.12136.37	Tel Aviv University	http://en.wikipedia.org/wiki/Tel_Aviv_University	0.3378	0.3954	20	1725	20539	36671
grid.12148.3e	Federico Santa María Technical University	http://en.wikipedia.org/wiki/Federico_Santa_Mar%C3%ADa_Technical_University	0.7118	0.2165	7	714	2356	3295
grid.12155.32	University of Hasselt	http://en.wikipedia.org/wiki/University_of_Hasselt	0.798	-0.3774	16	961	3482	4996
grid.12284.3d	Democritus University of Thrace	http://en.wikipedia.org/wiki/Democritus_University_of_Thrace	0.3769	0.2099	6	1121	2177	4954
grid.12295.3d	Tilburg University	http://en.wikipedia.org/wiki/Tilburg_University	0.6939	-0.4771	16	1006	4501	7776
grid.123047.3	Southampton General Hospital	https://en.wikipedia.org/wiki/Southampton_General_Hospital	0.214	-0.2285	5	867	1665	3009
grid.12332.31	Lappeenranta University of Technology	http://en.wikipedia.org/wiki/Lappeenranta_University_of_Technology	0.2568	-0.658	12	710	2329	4113
grid.12341.35	University of Trás-os-Montes and Alto Douro	http://en.wikipedia.org/wiki/University_of_Tr%C3%A1s-os-Montes_and_Alto_Douro	1.0115	0.1039	7	711	2490	3771
grid.12361.37	Nottingham Trent University	http://en.wikipedia.org/wiki/Nottingham_Trent_University	0.0208	-0.4429	5	946	1976	3922
grid.12366.30	François Rabelais University	http://en.wikipedia.org/wiki/Fran%C3%A7ois_Rabelais_University	1.1303	-0.338	8	1050	3459	5839
grid.12380.38	VU University Amsterdam	http://en.wikipedia.org/wiki/VU_University_Amsterdam	0.6696	-0.5657	16	1633	14364	21549
grid.12391.38	University of Trier	http://en.wikipedia.org/wiki/University_of_Trier	0.6528	-0.1291	3	683	1579	3226
grid.12477.37	University of Brighton	http://en.wikipedia.org/wiki/University_of_Brighton	0.0836	-0.4546	5	966	1797	3729
grid.12527.33	Tsinghua University	http://en.wikipedia.org/wiki/Tsinghua_University	-0.7632	0.0054	2	1804	46593	91579
grid.12574.35	Tunis El Manar University	http://en.wikipedia.org/wiki/Tunis_El_Manar_University	0.9775	-0.3314	8	814	2092	5211
grid.12641.30	University of Ulster	http://en.wikipedia.org/wiki/Ulster_University	-0.0918	-0.2706	5	1178	4201	8833
grid.12650.30	Umeå University	http://en.wikipedia.org/wiki/Ume%C3%A5_University	0.295	-0.5631	12	1586	9970	16512
grid.12799.34	Universidade Federal de Viçosa	http://en.wikipedia.org/wiki/Universidade_Federal_de_Vi%C3%A7osa	0.8702	0.8947	15	669	5791	11193
grid.12832.3a	Versailles Saint-Quentin-en-Yvelines University	http://en.wikipedia.org/wiki/Versailles_Saint-Quentin-en-Yvelines_University	1.1215	-0.1093	8	981	2002	3286
grid.12847.38	University of Warsaw	http://en.wikipedia.org/wiki/University_of_Warsaw	0.476	-0.319	6	1277	7779	15109
grid.12896.34	University of Westminster	http://en.wikipedia.org/wiki/University_of_Westminster	0.2784	-0.2918	5	885	1506	3446
grid.12955.3a	Xiamen University	http://en.wikipedia.org/wiki/Xiamen_University	-0.6621	0.1389	2	1417	10813	23757
grid.12981.33	Sun Yat-sen University	http://en.wikipedia.org/wiki/Sun_Yat-sen_University	-0.6113	0.0657	2	1612	18482	39317
grid.13063.37	London School of Economics and Political Science	http://en.wikipedia.org/wiki/London_School_of_Economics	0.32	-0.1955	5	1007	3709	8572
grid.13097.3c	King's College London	http://en.wikipedia.org/wiki/King's_College_London	0.2912	-0.2374	5	1793	32055	51101
grid.131063.6	University of Notre Dame	http://en.wikipedia.org/wiki/University_of_Notre_Dame	-0.2332	0.152	1	1437	9235	17721
grid.13276.31	Warsaw University of Life Sciences	http://en.wikipedia.org/wiki/Warsaw_University_of_Life_Sciences	0.5453	-0.3961	6	928	1172	3161
grid.13291.38	Sichuan University	http://en.wikipedia.org/wiki/Sichuan_University	-0.7537	-0.0543	2	1411	12025	34006
grid.133275.1	Goddard Space Flight Center	https://en.wikipedia.org/wiki/Goddard_Space_Flight_Center	-0.1448	0.2041	1	1029	9921	12433
grid.133342.4	"University of California, Santa Barbara"	"http://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara"	-0.0474	0.1836	1	1623	15397	25980
grid.13339.3b	Medical University of Warsaw	https://en.wikipedia.org/wiki/Medical_University_of_Warsaw	0.5803	-0.3627	6	1050	3008	7632
grid.13402.34	Zhejiang University	http://en.wikipedia.org/wiki/Zhejiang_University	-0.6493	-0.2253	2	1749	35102	81431
grid.134563.6	University of Arizona	http://en.wikipedia.org/wiki/University_of_Arizona	-0.1544	0.3281	1	1845	26182	47049
grid.134907.8	Rockefeller University	http://en.wikipedia.org/wiki/Rockefeller_University	0.2539	0.4481	1	1392	5326	7504
grid.134936.a	University of Missouri	http://en.wikipedia.org/wiki/University_of_Missouri	-0.5322	0.5041	1	1627	10785	21613
grid.134996.0	Centre Hospitalier Universitaire D' Amiens		1.2076	-0.2864	8	703	1783	3250
grid.135519.a	Oak Ridge National Laboratory	http://en.wikipedia.org/wiki/Oak_Ridge_National_Laboratory	-0.6105	0.3314	1	1376	14508	19130
grid.135963.b	University of Wyoming	http://en.wikipedia.org/wiki/University_of_Wyoming	-0.3867	0.2618	1	1267	4538	8115
grid.136304.3	Chiba University	http://en.wikipedia.org/wiki/Chiba_University	-0.7858	-0.7451	4	1464	8605	18713
grid.13648.38	University Medical Center Hamburg-Eppendorf	http://en.wikipedia.org/wiki/University_Medical_Center_Hamburg-Eppendorf	0.6648	0.0424	3	1421	9662	16306
grid.13652.33	Robert Koch Institute	http://en.wikipedia.org/wiki/Robert_Koch_Institute	0.635	-0.0251	3	837	1889	3213
grid.136593.b	Osaka University	http://en.wikipedia.org/wiki/Osaka_University	-0.658	-0.785	4	1801	32343	67069
grid.136594.c	Tokyo University of Agriculture and Technology	http://en.wikipedia.org/wiki/Tokyo_University_of_Agriculture_and_Technology	-0.79	-0.612	4	954	4138	8632
grid.1374.1	University of Turku	http://en.wikipedia.org/wiki/University_of_Turku	0.3538	-0.7607	12	1543	9909	14872
grid.137628.9	New York University	http://en.wikipedia.org/wiki/New_York_University	0.1999	0.481	1	1787	23614	42557
grid.13797.3b	Åbo Akademi University	http://en.wikipedia.org/wiki/%C3%85bo_Akademi_University	0.335	-0.7282	12	825	2758	4683
grid.13992.30	Weizmann Institute of Science	https://en.wikipedia.org/wiki/Weizmann_Institute_of_Science	0.2632	0.2835	20	1428	8118	13564
grid.14003.36	University of Wisconsin-Madison	http://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Madison	-0.2726	0.4827	1	1890	32016	62176
grid.14005.30	Chonnam National University	http://en.wikipedia.org/wiki/Chonnam_National_University	-0.9787	0.4445	11	1258	8057	15384
grid.14013.37	University of Iceland	http://en.wikipedia.org/wiki/University_of_Iceland	0.37	-0.3328	12	1361	4274	6871
grid.140139.e	National Institute for Environmental Studies	https://en.wikipedia.org/wiki/National_Institute_for_Environmental_Studies	-0.7349	-0.5182	4	736	3189	4111
grid.14095.39	Freie Universität Berlin	http://en.wikipedia.org/wiki/Free_University_of_Berlin	0.4636	-0.147	3	1580	10944	19144
grid.143640.4	University of Victoria	http://en.wikipedia.org/wiki/University_of_Victoria	-0.2398	0.0391	14	1549	7908	13566
grid.143643.7	Tokyo University of Science	http://en.wikipedia.org/wiki/Tokyo_University_of_Science	-0.6127	-0.6889	4	1195	5945	11623
grid.144022.1	North West Agriculture and Forestry University	http://en.wikipedia.org/wiki/Northwest_A%26F_University	-0.8281	0.2249	2	764	4618	10287
grid.14442.37	Hacettepe University	http://en.wikipedia.org/wiki/Hacettepe_University	0.6132	-0.8217	18	1477	6122	15028
grid.144756.5	Hospital Universitario 12 De Octubre		1.0972	0.3748	7	1013	3453	6175
grid.14476.30	Moscow State University	http://en.wikipedia.org/wiki/Moscow_State_University	0.1509	-0.6514	6	1616	21371	46192
grid.14509.39	University of South Bohemia in České Budějovice	http://en.wikipedia.org/wiki/University_of_South_Bohemia_in_%C4%8Cesk%C3%A9_Bud%C4%9Bjovice	0.6649	-0.2852	6	783	2105	3677
grid.145695.a	Chang Gung University	http://en.wikipedia.org/wiki/Chang_Gung_University	-0.8466	0.9716	17	1184	6208	12807
grid.14709.3b	McGill University	http://en.wikipedia.org/wiki/McGill_University	0.0523	0.0947	14	1878	32666	57099
grid.147455.6	Carnegie Mellon University	http://en.wikipedia.org/wiki/Carnegie_Mellon_University	-0.1147	0.2797	1	1634	15279	26464
grid.14758.3f	National Institute for Health and Welfare	https://en.wikipedia.org/wiki/National_Institute_for_Health_and_Welfare_(Finland)	0.3931	-0.7758	12	1091	5613	6721
grid.148313.c	Los Alamos National Laboratory	http://en.wikipedia.org/wiki/Los_Alamos_National_Laboratory	-0.2431	0.1952	1	1428	12806	18336
grid.148374.d	Massey University	http://en.wikipedia.org/wiki/Massey_University	-0.1439	-0.3621	13	1316	5173	11094
grid.14841.38	Leibniz Institute for Solid State and Materials Research	http://en.wikipedia.org/wiki/Leibniz-Institut_f%C3%BCr_Festk%C3%B6rper-_und_Werkstoffforschung	0.3681	-0.0751	3	671	3204	3984
